customer_id,gender,age,marital_status,education,occupation,annual_income,city,state,join_date
C05937,Male,57,Single,Bachelor,Salaried,2058755,Ranchi,Jharkhand,02-02-2020
C05938,Male,63,Single,MBA,Salaried,2090295,Raipur,Chhattisgarh,17-03-2020
C05939,Female,21,Married,Master,Salaried,1526139,Bhopal,Madhya Pradesh,12-01-2024
C05940,Male,23,Married,MBA,Self-Employed,2910141,Bengaluru,Karnataka,23-05-2022
C05941,Female,46,Single,High School,Government,1648292,Raipur,Chhattisgarh,11-04-2023
C05942,Male,35,Single,Bachelor,Self-Employed,1401468,Pune,Maharashtra,10-03-2025
C05943,Female,48,Divorced,MBA,Government,1092376,Cuttack,Odisha,03-11-2025
C05944,Male,24,Single,High School,Salaried,2893270,Noida,Uttar Pradesh,26-10-2020
C05945,Female,39,Single,Bachelor,Self-Employed,556960,Cuttack,Odisha,05-01-2025
C05946,Male,44,Single,Bachelor,Salaried,563409,Mangaluru,Karnataka,23-07-2024
C05947,Female,60,Married,Master,Professional,317303,Thiruvananthapuram,Kerala,11-11-2021
C05948,Male,26,Married,Bachelor,Salaried,2803369,Hyderabad,Telangana,11-03-2021
C05949,Male,36,Married,Master,Self-Employed,1577303,Pune,Maharashtra,28-09-2025
C05950,Male,52,Single,PhD,Professional,2978447,Raipur,Chhattisgarh,29-05-2022
C05951,Female,50,Married,Bachelor,Professional,2419329,Kochi,Kerala,31-08-2024
C05952,Female,55,Single,Bachelor,Government,2546492,Pune,Maharashtra,05-08-2022
C05953,Female,28,Married,High School,Business,1604422,Kolkata,West Bengal,19-02-2022
C05954,Female,25,Single,Bachelor,Professional,2233527,Bhubaneswar,Odisha,31-03-2023
C05955,Female,57,Single,Bachelor,Business,403871,Amritsar,Punjab,02-04-2022
C05956,Male,32,Married,Bachelor,Salaried,1592687,Ranchi,Jharkhand,17-05-2025
C05957,Female,45,Married,Bachelor,Salaried,1468719,Guwahati,Assam,02-01-2020
C05958,Female,53,Married,Bachelor,Professional,2320562,Patna,Bihar,03-05-2022
C05959,Male,59,Married,Master,Government,2522063,Ranchi,Jharkhand,19-05-2022
C05960,Female,44,Divorced,MBA,Salaried,1681487,Amritsar,Punjab,19-02-2022
C05961,Female,31,Divorced,Bachelor,Business,1080862,Raipur,Chhattisgarh,06-05-2022
C05962,Female,62,Single,Master,Professional,2046521,Ranchi,Jharkhand,26-06-2024
C05963,Female,55,Married,Bachelor,Professional,2914568,Warangal,Telangana,07-01-2024
C05964,Female,60,Married,High School,Government,369069,Gurugram,Haryana,15-09-2025
C05965,Female,21,Married,Bachelor,Professional,2241060,Surat,Gujarat,30-09-2020
C05966,Male,28,Divorced,Master,Self-Employed,445753,Ludhiana,Punjab,11-02-2025
C05967,Female,43,Married,Bachelor,Business,691851,Chennai,Tamil Nadu,21-04-2023
C05968,Female,40,Married,High School,Self-Employed,773599,Ranchi,Jharkhand,23-08-2021
C05969,Female,52,Married,MBA,Self-Employed,1450615,New Delhi,Delhi,16-05-2023
C05970,Male,31,Married,High School,Business,640374,Noida,Uttar Pradesh,06-02-2023
C05971,Male,27,Married,Bachelor,Professional,1979635,Kanpur,Uttar Pradesh,28-07-2021
C05972,Male,50,Divorced,Master,Professional,2361417,Patna,Bihar,16-11-2021
C05973,Male,59,Single,Bachelor,Self-Employed,400248,Faridabad,Haryana,05-11-2022
C05974,Female,33,Married,High School,Business,956044,Mysuru,Karnataka,14-11-2021
C05975,Male,62,Married,Bachelor,Salaried,818582,Ranchi,Jharkhand,13-10-2021
C05976,Female,23,Married,Master,Business,405894,Udaipur,Rajasthan,05-09-2023
C05977,Female,27,Married,Bachelor,Self-Employed,1783892,Patna,Bihar,17-05-2022
C05978,Female,63,Married,Master,Business,2382036,Madurai,Tamil Nadu,01-02-2021
C05979,Male,33,Single,MBA,Business,495388,Amritsar,Punjab,20-11-2024
C05980,Female,57,Married,PhD,Salaried,1091625,Warangal,Telangana,11-10-2025
C05981,Male,45,Married,Bachelor,Government,2523676,Ahmedabad,Gujarat,16-03-2020
C05982,Female,43,Married,Master,Government,2166470,Bhopal,Madhya Pradesh,22-01-2024
C05983,Male,53,Single,Bachelor,Salaried,2894252,Gaya,Bihar,22-01-2021
C05984,Male,25,Single,MBA,Business,834065,Guwahati,Assam,10-12-2020
C05985,Female,52,Married,MBA,Self-Employed,790209,New Delhi,Delhi,19-10-2023
C05986,Female,50,Married,Bachelor,Salaried,337746,Madurai,Tamil Nadu,23-07-2023
C05987,Female,51,Married,Master,Government,786052,Bhubaneswar,Odisha,19-01-2024
C05988,Male,33,Married,MBA,Government,1580397,Pune,Maharashtra,02-12-2023
C05989,Male,62,Divorced,Bachelor,Salaried,2886937,Ludhiana,Punjab,20-11-2020
C05990,Male,25,Married,Master,Business,685720,Warangal,Telangana,25-09-2024
C05991,Female,43,Married,Master,Professional,1986021,Kolkata,West Bengal,18-03-2025
C05992,Male,21,Single,MBA,Self-Employed,1025205,Udaipur,Rajasthan,11-07-2023
C05993,Female,30,Single,Bachelor,Professional,1598677,Warangal,Telangana,04-02-2024
C05994,Male,47,Married,MBA,Self-Employed,379604,Ranchi,Jharkhand,07-03-2023
C05995,Male,28,Married,Master,Professional,2097965,Siliguri,West Bengal,26-05-2022
C05996,Male,23,Married,Bachelor,Professional,1054865,New Delhi,Delhi,19-01-2021
C05997,Female,39,Married,Master,Self-Employed,892660,Hyderabad,Telangana,09-05-2024
C05998,Female,22,Married,Bachelor,Self-Employed,1260823,Amritsar,Punjab,22-05-2024
C05999,Female,51,Married,Bachelor,Government,2202980,Ranchi,Jharkhand,26-07-2024
C06000,Male,30,Divorced,Master,Business,1259425,Ahmedabad,Gujarat,19-03-2020
C06001,Male,36,Married,PhD,Business,979228,Siliguri,West Bengal,26-03-2021
C06002,Male,57,Married,MBA,Government,1228733,Bhubaneswar,Odisha,25-02-2022
C06003,Male,40,Married,Bachelor,Professional,1608833,Hyderabad,Telangana,18-08-2020
C06004,Female,23,Single,Bachelor,Self-Employed,2185143,Raipur,Chhattisgarh,14-02-2021
C06005,Male,55,Single,PhD,Salaried,1992801,Chennai,Tamil Nadu,09-02-2021
C06006,Male,54,Single,MBA,Professional,2570293,Amritsar,Punjab,27-03-2022
C06007,Female,41,Single,PhD,Business,2483739,Kanpur,Uttar Pradesh,30-08-2023
C06008,Female,56,Divorced,Bachelor,Self-Employed,469928,Ludhiana,Punjab,15-05-2023
C06009,Female,52,Single,Master,Government,250930,Ahmedabad,Gujarat,11-12-2024
C06010,Male,38,Single,MBA,Professional,2991135,New Delhi,Delhi,03-03-2024
C06011,Female,54,Married,High School,Salaried,1628544,Ranchi,Jharkhand,25-02-2020
C06012,Male,58,Married,Bachelor,Professional,1631676,New Delhi,Delhi,23-06-2025
C06013,Female,23,Divorced,MBA,Government,1553544,Kochi,Kerala,11-12-2022
C06014,Male,23,Single,Bachelor,Salaried,593180,Vadodara,Gujarat,09-10-2022
C06015,Male,47,Divorced,Bachelor,Professional,2929959,Hyderabad,Telangana,24-09-2022
C06016,Male,22,Single,Bachelor,Government,511835,Cuttack,Odisha,10-10-2020
C06017,Male,23,Divorced,Bachelor,Professional,2719633,Patna,Bihar,20-09-2022
C06018,Male,37,Married,Bachelor,Self-Employed,2983933,New Delhi,Delhi,24-01-2023
C06019,Male,59,Married,High School,Professional,915813,Ranchi,Jharkhand,18-11-2024
C06020,Female,58,Single,Bachelor,Government,2223015,Jodhpur,Rajasthan,02-12-2023
C06021,Male,60,Married,MBA,Business,289044,Ranchi,Jharkhand,16-01-2021
C06022,Male,39,Married,High School,Government,565492,Bengaluru,Karnataka,27-08-2024
C06023,Male,39,Single,Bachelor,Professional,1077297,Mysuru,Karnataka,29-06-2025
C06024,Male,64,Single,Bachelor,Self-Employed,1385973,Kolkata,West Bengal,01-11-2020
C06025,Female,25,Divorced,Master,Business,2591951,Mysuru,Karnataka,02-10-2021
C06026,Male,25,Married,Bachelor,Government,2160283,Warangal,Telangana,06-11-2024
C06027,Male,34,Divorced,Bachelor,Business,1475338,Guwahati,Assam,04-07-2023
C06028,Female,47,Married,High School,Self-Employed,2942460,Raipur,Chhattisgarh,22-05-2020
C06029,Male,56,Married,MBA,Salaried,417020,Ludhiana,Punjab,20-07-2020
C06030,Female,60,Single,Master,Business,2792996,Thiruvananthapuram,Kerala,25-02-2024
C06031,Male,55,Divorced,Bachelor,Government,288239,Ahmedabad,Gujarat,17-01-2025
C06032,Male,41,Married,MBA,Self-Employed,957544,Madurai,Tamil Nadu,15-01-2022
C06033,Female,25,Single,High School,Government,2379966,Kolkata,West Bengal,15-03-2024
C06034,Female,44,Married,Bachelor,Self-Employed,2956228,Ludhiana,Punjab,06-07-2021
C06035,Female,59,Single,Bachelor,Government,2826200,Raipur,Chhattisgarh,28-01-2025
C06036,Male,44,Married,Bachelor,Self-Employed,1968776,New Delhi,Delhi,30-07-2022
C06037,Female,60,Single,Master,Professional,1170541,Jodhpur,Rajasthan,03-10-2020
C06038,Female,63,Single,Bachelor,Government,1149998,Kolkata,West Bengal,05-01-2021
C06039,Male,33,Single,Master,Self-Employed,2266845,Lucknow,Uttar Pradesh,30-09-2025
C06040,Male,58,Single,Bachelor,Salaried,1115232,Kochi,Kerala,10-04-2021
C06041,Male,65,Married,High School,Self-Employed,289128,New Delhi,Delhi,14-03-2022
C06042,Female,21,Married,Master,Salaried,670280,Madurai,Tamil Nadu,04-03-2024
C06043,Male,63,Married,MBA,Business,2406649,Bengaluru,Karnataka,02-09-2021
C06044,Female,59,Married,Bachelor,Self-Employed,2815796,Bengaluru,Karnataka,08-03-2020
C06045,Female,30,Married,Bachelor,Business,2682977,Chennai,Tamil Nadu,28-11-2024
C06046,Female,22,Married,Master,Business,2487852,Jodhpur,Rajasthan,03-12-2020
C06047,Female,36,Divorced,Master,Professional,1200384,Faridabad,Haryana,13-01-2024
C06048,Male,57,Married,Bachelor,Self-Employed,629523,Guwahati,Assam,27-06-2024
C06049,Male,36,Single,Bachelor,Professional,1215715,Mysuru,Karnataka,18-04-2022
C06050,Female,43,Married,Master,Professional,311420,Warangal,Telangana,04-02-2022
C06051,Female,46,Single,Bachelor,Business,1638284,Gurugram,Haryana,29-01-2022
C06052,Male,36,Single,Bachelor,Government,1579449,Kochi,Kerala,08-09-2021
C06053,Male,47,Married,Bachelor,Business,1968459,Chennai,Tamil Nadu,22-07-2021
C06054,Female,61,Married,Master,Business,1767678,Patna,Bihar,13-12-2025
C06055,Female,50,Married,Master,Salaried,315047,Gaya,Bihar,10-11-2025
C06056,Female,53,Married,Bachelor,Government,2052295,Thiruvananthapuram,Kerala,02-06-2023
C06057,Female,52,Single,Bachelor,Business,250580,New Delhi,Delhi,21-11-2025
C06058,Female,29,Married,Master,Government,393075,Raipur,Chhattisgarh,12-10-2024
C06059,Male,31,Married,Master,Salaried,328272,Chennai,Tamil Nadu,14-12-2024
C06060,Female,57,Married,Bachelor,Government,2881568,Gurugram,Haryana,19-04-2023
C06061,Male,26,Single,Bachelor,Self-Employed,798409,Raipur,Chhattisgarh,10-08-2021
C06062,Female,50,Married,Master,Salaried,1627923,Mysuru,Karnataka,25-06-2022
C06063,Male,60,Married,High School,Government,2703419,Raipur,Chhattisgarh,01-06-2021
C06064,Female,35,Married,Bachelor,Professional,2814314,Noida,Uttar Pradesh,28-08-2024
C06065,Male,50,Single,Master,Government,422923,Surat,Gujarat,01-05-2025
C06066,Male,38,Single,Master,Salaried,1265234,Kochi,Kerala,04-03-2022
C06067,Female,32,Single,Master,Professional,1396139,Ahmedabad,Gujarat,08-08-2021
C06068,Female,24,Single,Bachelor,Government,1015442,Bhopal,Madhya Pradesh,22-05-2023
C06069,Male,36,Married,PhD,Government,1639923,Cuttack,Odisha,03-06-2023
C06070,Male,43,Married,High School,Salaried,2568082,Indore,Madhya Pradesh,06-02-2023
C06071,Male,31,Married,Bachelor,Professional,2905051,Bengaluru,Karnataka,12-02-2023
C06072,Female,44,Married,Bachelor,Professional,2883739,Mangaluru,Karnataka,12-09-2020
C06073,Male,42,Single,Bachelor,Government,2055751,Hyderabad,Telangana,09-06-2024
C06074,Female,59,Married,Bachelor,Self-Employed,2727821,Jodhpur,Rajasthan,09-02-2021
C06075,Female,35,Single,Bachelor,Salaried,898969,Amritsar,Punjab,26-03-2025
C06076,Female,35,Single,Bachelor,Salaried,1533986,Amritsar,Punjab,15-09-2020
C06077,Female,30,Single,Bachelor,Business,2819262,Kochi,Kerala,22-01-2022
C06078,Female,48,Divorced,Master,Professional,1728325,Lucknow,Uttar Pradesh,28-12-2023
C06079,Female,56,Married,MBA,Professional,2681229,Kochi,Kerala,23-12-2020
C06080,Male,37,Single,Bachelor,Business,391143,Warangal,Telangana,25-06-2023
C06081,Male,56,Married,PhD,Government,962470,Thiruvananthapuram,Kerala,10-10-2024
C06082,Female,42,Single,MBA,Government,2983361,Siliguri,West Bengal,17-06-2024
C06083,Male,43,Single,High School,Salaried,1841186,Mumbai,Maharashtra,25-06-2021
C06084,Male,49,Married,MBA,Government,395781,Gurugram,Haryana,04-02-2023
C06085,Female,42,Single,Bachelor,Self-Employed,2053269,Guwahati,Assam,04-05-2024
C06086,Male,31,Divorced,MBA,Self-Employed,1037936,Thiruvananthapuram,Kerala,10-08-2020
C06087,Female,56,Married,MBA,Self-Employed,545776,Bengaluru,Karnataka,17-02-2023
C06088,Female,64,Single,MBA,Business,2329422,Mysuru,Karnataka,29-05-2022
C06089,Female,49,Single,Bachelor,Self-Employed,2455866,Jaipur,Rajasthan,24-09-2023
C06090,Female,62,Married,Master,Business,2246895,Indore,Madhya Pradesh,28-09-2020
C06091,Male,52,Single,Bachelor,Salaried,1174631,Ludhiana,Punjab,14-03-2022
C06092,Male,34,Married,Bachelor,Salaried,604563,Kolkata,West Bengal,17-02-2022
C06093,Female,38,Married,Bachelor,Self-Employed,2925947,Kolkata,West Bengal,14-05-2021
C06094,Male,58,Married,Bachelor,Business,1939594,Vadodara,Gujarat,10-06-2023
C06095,Female,57,Married,Master,Self-Employed,1786051,Mangaluru,Karnataka,09-07-2020
C06096,Female,54,Married,Master,Government,1754793,Gurugram,Haryana,02-03-2021
C06097,Male,65,Single,PhD,Business,875880,Indore,Madhya Pradesh,13-05-2021
C06098,Male,43,Single,Bachelor,Business,2100038,Thiruvananthapuram,Kerala,07-10-2023
C06099,Female,52,Married,Master,Business,2771176,Ludhiana,Punjab,08-12-2022
C06100,Male,23,Single,Master,Business,1279562,Thiruvananthapuram,Kerala,27-06-2020
C06101,Female,63,Married,Bachelor,Government,1944665,Vadodara,Gujarat,20-11-2021
C06102,Female,42,Married,Bachelor,Self-Employed,1786083,New Delhi,Delhi,26-09-2024
C06103,Male,43,Married,Bachelor,Salaried,2586644,Lucknow,Uttar Pradesh,31-07-2021
C06104,Female,24,Single,PhD,Professional,2755835,Vadodara,Gujarat,04-03-2020
C06105,Male,33,Married,PhD,Professional,2592562,Ranchi,Jharkhand,30-12-2020
C06106,Female,52,Married,Master,Business,2378580,Guwahati,Assam,12-02-2024
C06107,Female,49,Single,Bachelor,Business,2040690,Warangal,Telangana,09-09-2021
C06108,Female,60,Married,Bachelor,Salaried,2014643,Amritsar,Punjab,04-03-2024
C06109,Female,60,Married,MBA,Professional,2826413,Ludhiana,Punjab,29-03-2022
C06110,Female,65,Single,Bachelor,Business,1540235,Raipur,Chhattisgarh,16-08-2025
C06111,Male,30,Single,Bachelor,Government,2254134,Kochi,Kerala,27-04-2023
C06112,Female,33,Single,Bachelor,Professional,1523948,Indore,Madhya Pradesh,03-03-2022
C06113,Male,65,Married,PhD,Government,2816361,New Delhi,Delhi,21-02-2025
C06114,Male,37,Married,High School,Salaried,708348,Gaya,Bihar,05-10-2024
C06115,Male,58,Divorced,Bachelor,Salaried,1164619,New Delhi,Delhi,23-03-2024
C06116,Female,22,Single,Master,Professional,401223,New Delhi,Delhi,14-03-2024
C06117,Male,37,Divorced,Bachelor,Self-Employed,1599329,Surat,Gujarat,10-01-2024
C06118,Male,64,Married,PhD,Professional,2176005,Bhubaneswar,Odisha,19-02-2021
C06119,Male,46,Single,Bachelor,Government,2671433,Raipur,Chhattisgarh,15-08-2020
C06120,Female,58,Single,MBA,Self-Employed,1108393,Faridabad,Haryana,05-05-2025
C06121,Female,57,Married,Master,Government,1872990,Jodhpur,Rajasthan,28-07-2023
C06122,Female,25,Married,Master,Government,2363207,Raipur,Chhattisgarh,10-04-2024
C06123,Female,45,Married,MBA,Government,2958384,Nagpur,Maharashtra,15-07-2020
C06124,Male,29,Married,Bachelor,Business,2378744,Ranchi,Jharkhand,09-06-2025
C06125,Female,48,Single,Bachelor,Self-Employed,2652440,Bhubaneswar,Odisha,05-10-2024
C06126,Male,42,Single,Bachelor,Business,2212271,Jodhpur,Rajasthan,19-02-2024
C06127,Female,49,Single,High School,Business,2942428,Amritsar,Punjab,24-06-2023
C06128,Male,55,Single,Master,Government,2253562,Ranchi,Jharkhand,14-02-2022
C06129,Female,40,Married,High School,Salaried,1114855,New Delhi,Delhi,12-05-2020
C06130,Female,25,Married,Bachelor,Professional,749708,Udaipur,Rajasthan,24-04-2022
C06131,Female,59,Single,Bachelor,Salaried,1480824,Kolkata,West Bengal,19-01-2021
C06132,Female,64,Married,Master,Government,783628,Cuttack,Odisha,08-01-2021
C06133,Male,52,Single,Bachelor,Professional,1424724,Siliguri,West Bengal,04-10-2023
C06134,Female,59,Single,Master,Professional,1972989,Guwahati,Assam,21-11-2022
C06135,Female,30,Single,Bachelor,Government,305101,Warangal,Telangana,14-11-2025
C06136,Female,60,Single,Master,Business,1750481,Ranchi,Jharkhand,01-06-2024
C06137,Male,37,Single,Master,Professional,941389,Nagpur,Maharashtra,01-06-2022
C06138,Female,57,Married,Bachelor,Professional,2486014,Guwahati,Assam,30-03-2022
C06139,Female,35,Married,Master,Professional,2013037,New Delhi,Delhi,22-04-2023
C06140,Male,29,Single,Master,Professional,525952,Bengaluru,Karnataka,01-04-2025
C06141,Male,52,Married,MBA,Self-Employed,2107604,Ahmedabad,Gujarat,29-09-2025
C06142,Male,43,Married,Bachelor,Business,883527,Ahmedabad,Gujarat,11-08-2025
C06143,Female,31,Divorced,Bachelor,Self-Employed,1945049,Kochi,Kerala,05-01-2023
C06144,Male,33,Married,MBA,Self-Employed,1934339,Kanpur,Uttar Pradesh,25-01-2024
C06145,Female,38,Divorced,Master,Government,1505075,Guwahati,Assam,02-02-2021
C06146,Male,29,Married,High School,Business,1493427,Jodhpur,Rajasthan,28-11-2022
C06147,Female,62,Married,MBA,Salaried,1953863,Amritsar,Punjab,29-06-2021
C06148,Male,25,Single,MBA,Business,347276,Kochi,Kerala,11-01-2022
C06149,Male,63,Married,Bachelor,Salaried,497302,Kochi,Kerala,14-10-2025
C06150,Male,42,Single,High School,Professional,1330028,Ludhiana,Punjab,23-12-2023
C06151,Female,52,Single,Bachelor,Salaried,536265,Siliguri,West Bengal,08-10-2023
C06152,Male,22,Single,MBA,Salaried,2223749,Cuttack,Odisha,17-01-2021
C06153,Female,41,Married,High School,Salaried,1831473,New Delhi,Delhi,16-11-2022
C06154,Male,48,Single,Bachelor,Professional,1884866,Jodhpur,Rajasthan,07-03-2020
C06155,Male,44,Divorced,Master,Professional,818022,Surat,Gujarat,14-05-2021
C06156,Male,44,Single,High School,Self-Employed,891024,Bhubaneswar,Odisha,05-04-2025
C06157,Female,34,Married,Bachelor,Salaried,779474,Guwahati,Assam,24-01-2022
C06158,Female,57,Single,High School,Business,2932417,Kanpur,Uttar Pradesh,06-12-2023
C06159,Female,47,Married,Bachelor,Government,2666162,Amritsar,Punjab,11-07-2024
C06160,Male,44,Married,Bachelor,Self-Employed,2470194,Coimbatore,Tamil Nadu,06-07-2025
C06161,Female,26,Married,Bachelor,Salaried,1987018,Mysuru,Karnataka,25-10-2023
C06162,Female,46,Married,MBA,Self-Employed,1744624,Indore,Madhya Pradesh,21-08-2021
C06163,Male,35,Married,Bachelor,Salaried,2536092,Nagpur,Maharashtra,20-06-2024
C06164,Male,49,Married,Master,Salaried,1011109,New Delhi,Delhi,30-12-2023
C06165,Female,56,Married,Master,Self-Employed,2888416,Indore,Madhya Pradesh,10-12-2024
C06166,Female,30,Married,Bachelor,Salaried,1862714,Mumbai,Maharashtra,01-03-2020
C06167,Male,48,Single,High School,Salaried,2399626,Ludhiana,Punjab,28-09-2025
C06168,Female,29,Single,High School,Government,478278,New Delhi,Delhi,04-05-2023
C06169,Male,41,Single,Bachelor,Business,283498,Patna,Bihar,22-07-2023
C06170,Male,30,Married,Master,Professional,1953209,Vadodara,Gujarat,08-08-2023
C06171,Female,24,Married,Master,Government,1761547,Coimbatore,Tamil Nadu,22-06-2020
C06172,Female,24,Single,MBA,Professional,510489,Indore,Madhya Pradesh,24-12-2023
C06173,Male,26,Married,Master,Professional,990776,Cuttack,Odisha,30-08-2021
C06174,Female,46,Married,High School,Business,2874399,Ranchi,Jharkhand,08-07-2025
C06175,Male,60,Single,Bachelor,Government,705649,Nagpur,Maharashtra,04-02-2020
C06176,Female,36,Married,High School,Salaried,838859,Mysuru,Karnataka,12-11-2024
C06177,Male,28,Married,High School,Business,968366,Mangaluru,Karnataka,12-08-2024
C06178,Female,48,Married,Bachelor,Salaried,518854,Amritsar,Punjab,18-11-2023
C06179,Female,36,Divorced,Bachelor,Salaried,1041515,Nagpur,Maharashtra,07-02-2021
C06180,Male,58,Married,Bachelor,Salaried,782934,Indore,Madhya Pradesh,28-02-2024
C06181,Female,21,Married,High School,Salaried,1389424,New Delhi,Delhi,13-06-2021
C06182,Male,39,Married,Bachelor,Government,1480774,Bengaluru,Karnataka,02-05-2021
C06183,Female,37,Married,High School,Professional,1798389,Ahmedabad,Gujarat,13-08-2023
C06184,Female,48,Married,Bachelor,Professional,2897897,Ranchi,Jharkhand,24-11-2020
C06185,Female,64,Married,Bachelor,Government,2859089,Warangal,Telangana,06-04-2020
C06186,Female,32,Single,Bachelor,Professional,536431,Kolkata,West Bengal,27-03-2023
C06187,Male,26,Divorced,Bachelor,Business,1156470,Udaipur,Rajasthan,26-02-2024
C06188,Male,27,Married,High School,Salaried,813049,Lucknow,Uttar Pradesh,06-11-2022
C06189,Female,28,Single,Bachelor,Salaried,1267049,Surat,Gujarat,19-04-2024
C06190,Male,23,Married,High School,Salaried,945214,Ahmedabad,Gujarat,27-02-2021
C06191,Male,41,Married,MBA,Self-Employed,2105124,New Delhi,Delhi,25-01-2025
C06192,Female,28,Married,High School,Business,2128383,Kolkata,West Bengal,06-03-2021
C06193,Male,48,Divorced,PhD,Self-Employed,1570673,Ranchi,Jharkhand,01-04-2025
C06194,Male,50,Single,Bachelor,Government,1480986,Warangal,Telangana,16-06-2022
C06195,Female,52,Married,Bachelor,Self-Employed,735489,Chennai,Tamil Nadu,07-01-2024
C06196,Female,31,Married,Master,Professional,976038,Raipur,Chhattisgarh,09-11-2024
C06197,Female,40,Married,Master,Professional,1012944,Cuttack,Odisha,11-01-2020
C06198,Female,36,Married,Bachelor,Business,2638427,New Delhi,Delhi,20-04-2022
C06199,Male,45,Single,High School,Self-Employed,2760424,Guwahati,Assam,22-06-2021
C06200,Female,65,Married,Master,Self-Employed,2496512,Raipur,Chhattisgarh,22-06-2024
C06201,Male,29,Single,High School,Salaried,1980032,Mangaluru,Karnataka,05-05-2020
C06202,Male,59,Married,Bachelor,Business,1586801,Kolkata,West Bengal,12-08-2022
C06203,Female,60,Married,MBA,Salaried,1224062,Udaipur,Rajasthan,09-12-2025
C06204,Male,60,Divorced,Bachelor,Business,1904687,Patna,Bihar,17-12-2020
C06205,Male,23,Single,Bachelor,Business,2272803,Kochi,Kerala,02-01-2021
C06206,Male,36,Single,Bachelor,Self-Employed,2050012,New Delhi,Delhi,26-01-2021
C06207,Female,32,Married,High School,Salaried,1502006,Warangal,Telangana,25-03-2021
C06208,Male,35,Married,Master,Government,1950231,Gurugram,Haryana,27-03-2023
C06209,Female,24,Divorced,Bachelor,Salaried,1231457,Jaipur,Rajasthan,23-08-2020
C06210,Female,43,Married,Bachelor,Government,466276,Cuttack,Odisha,27-12-2020
C06211,Male,47,Married,Bachelor,Professional,1106475,Guwahati,Assam,03-03-2022
C06212,Male,59,Single,Bachelor,Business,2995502,Mumbai,Maharashtra,26-10-2024
C06213,Female,63,Single,PhD,Salaried,2593822,Guwahati,Assam,13-09-2020
C06214,Female,57,Single,High School,Business,1595467,Jaipur,Rajasthan,13-04-2023
C06215,Female,33,Single,Bachelor,Salaried,2145392,Mysuru,Karnataka,30-07-2023
C06216,Female,63,Married,High School,Professional,2139893,Bhubaneswar,Odisha,21-12-2021
C06217,Female,57,Married,Bachelor,Salaried,1171046,Thiruvananthapuram,Kerala,31-07-2021
C06218,Male,60,Married,MBA,Professional,2295775,Guwahati,Assam,08-05-2023
C06219,Female,41,Married,High School,Business,1346151,Indore,Madhya Pradesh,11-03-2024
C06220,Male,49,Married,Master,Self-Employed,489508,Vadodara,Gujarat,12-02-2020
C06221,Female,49,Married,Bachelor,Government,2481405,New Delhi,Delhi,08-03-2022
C06222,Male,31,Married,Master,Business,864842,New Delhi,Delhi,23-07-2023
C06223,Female,48,Married,MBA,Self-Employed,2315742,Gaya,Bihar,21-05-2023
C06224,Male,30,Single,Bachelor,Business,2394863,Indore,Madhya Pradesh,13-07-2024
C06225,Male,25,Married,High School,Business,1334988,Faridabad,Haryana,20-07-2022
C06226,Female,45,Married,Bachelor,Salaried,2756378,Faridabad,Haryana,13-02-2022
C06227,Male,53,Married,Bachelor,Professional,2509685,Mumbai,Maharashtra,23-09-2025
C06228,Female,37,Single,Bachelor,Professional,2380463,Amritsar,Punjab,19-08-2023
C06229,Female,53,Single,MBA,Salaried,656403,New Delhi,Delhi,17-09-2021
C06230,Male,45,Married,High School,Salaried,1674284,Faridabad,Haryana,12-07-2025
C06231,Male,53,Single,Master,Business,1053460,Gurugram,Haryana,07-11-2024
C06232,Female,29,Married,High School,Professional,2215809,Patna,Bihar,12-02-2025
C06233,Female,47,Married,High School,Business,556982,Ranchi,Jharkhand,18-01-2025
C06234,Female,45,Married,Master,Self-Employed,1585318,Guwahati,Assam,15-09-2025
C06235,Male,24,Single,MBA,Self-Employed,838512,Lucknow,Uttar Pradesh,13-06-2025
C06236,Male,29,Single,Bachelor,Salaried,676127,Bhubaneswar,Odisha,04-07-2020
C06237,Female,35,Married,Bachelor,Professional,2210241,Kolkata,West Bengal,30-11-2022
C06238,Male,36,Married,Master,Self-Employed,303831,Guwahati,Assam,26-10-2020
C06239,Male,36,Married,Master,Professional,1760624,Chennai,Tamil Nadu,22-08-2020
C06240,Male,33,Married,MBA,Professional,1889471,Thiruvananthapuram,Kerala,30-05-2022
C06241,Female,34,Married,Bachelor,Government,469901,Jodhpur,Rajasthan,09-01-2023
C06242,Female,42,Married,Master,Self-Employed,1574606,Amritsar,Punjab,05-09-2025
C06243,Male,41,Divorced,Bachelor,Self-Employed,1955488,Kanpur,Uttar Pradesh,10-11-2022
C06244,Male,29,Divorced,Bachelor,Business,458161,Gurugram,Haryana,27-01-2022
C06245,Female,61,Divorced,Bachelor,Business,2667919,Guwahati,Assam,26-05-2022
C06246,Male,24,Married,High School,Professional,743490,New Delhi,Delhi,11-02-2022
C06247,Female,30,Married,MBA,Salaried,915960,Guwahati,Assam,03-03-2025
C06248,Female,55,Single,Bachelor,Business,977106,New Delhi,Delhi,14-01-2021
C06249,Female,29,Married,High School,Business,2049573,Gaya,Bihar,01-01-2022
C06250,Female,36,Single,Master,Professional,2479252,Pune,Maharashtra,05-06-2022
C06251,Female,38,Single,Master,Self-Employed,1755822,Lucknow,Uttar Pradesh,13-10-2022
C06252,Female,30,Married,Bachelor,Business,1817895,Thiruvananthapuram,Kerala,01-09-2023
